EmployeeID,Date,Time In,Time Out,Hours Worked,Status
EMP019 ,14-02-2026,08:00,16:00,7.5 hrs,P
EMP004,01-02-2026,09.30,18:00 PM,9,present
 EMP022,02/05/2026,08.55,16.00,8 hrs,P
emp032,13 Feb 2026,09:05 AM,18:15,8,present
EMP018,02/11/2026,09:55 AM,17:00,,P
EMP008,18 Feb 2026,08:30 AM,17:15,8 hrs, Present
EMP028,16-02-2026,08:05,17.00,8,PRESENT
EMP021,10-02-2026,09:05,18:00,8 hrs,Present
EMP011,2026.02.19,09:05,18:00,8,P
 EMP005,14-02-2026,09:45 AM,18:15,8,P
EMP008 ,02/07/2026,09:45,,8,Present
EMP024,02/17/2026,,,,ABSENT
EMP015,02/08/2026,,,7.5 hrs,present
EMP020,08/02/26,08:15,17:00,9,Present
EMP024,12/02/26,09:05,18:30,8,Present
EMP003,02/08/2026,09:30,18:15,8,present
emp038,09-02-2026,,,-,OL
EMP033,02/04/2026,10:05,18:15,8,P
EMP040,12/02/26,09:55,18.15,8,P
EMP027,02/19/2026,,,NA,A
EMP024 ,2026.02.05,08.05,16:30,8,Present
emp001,16/02/26,10:05,19:15,8,P
EMP003,20/02/26,09:15,-,7.5,P
EMP016,17/02/26,,17:30 PM,, Present
EMP030,2026.02.10,10:05,19:30,7.5,P
EMP032,06 Feb 2026,-,17:15,8 hrs,P
EMP029,02/16/2026,-,17:30 PM,8 hrs,P
EMP035,2026.02.08,09:05,18:15,8,P
EMP011,2026.02.03,09:15,18:15,8,Present
 EMP003,17-02-2026,08:30 AM,17:00,8,present
EMP017,2026.02.02,09.00,18:00 PM,, Present
 EMP034,2026.02.06,-,18:00 PM,7.5 hrs,P
EMP036,10 Feb 2026,10:05,18:30 PM,7.5,present
 EMP037,19-02-2026,10:15 AM,,,present
EMP031,02-02-2026,10:45,18:00,,present
EMP025,12 Feb 2026,,,-,Absent
EMP040 ,10 Feb 2026,09.55,17:30,8,Present
emp031,02/04/2026,09:15,18:00 PM,,PRESENT
EMP016,15-02-2026,,,-,absent 
EMP028,08 Feb 2026,09:05,17.00,8 hrs, Present
EMP021,02/07/2026,09.45,18:00,7.5 hrs,PRESENT
EMP015,04-02-2026,09:30,,9, Present
EMP019,10 Feb 2026,09.00,18.00,7.5, Present
EMP007,02/19/2026,08:00 AM,17:30,8, Present
EMP034 ,04/02/26,09:55 AM,17:00,7.5 hrs,Present
 EMP027,09 Feb 2026,08:30,16.30,9,Present
emp016,02/01/2026,10.15,19:00,8,P
emp028,02/10/2026,08:45,16:00,7.5,present
EMP029,01-02-2026,09:30 AM,17:15,9,Present
emp023,02/04/2026,09.00,18:30 PM,7.5,present
EMP027,07/02/26,09.15,17.30,8 hrs,P
EMP025,17-02-2026,09:55 AM,18:30,,present
EMP018,09/02/26,,,NA,Absent
EMP003,02/10/2026,09:00,18.15,9 hrs, Present
emp032,19-02-2026,09:30,13:30 PM,4,Half Day
EMP017,05/02/26,08:15 AM,16:00,9, Present
EMP023,13/02/26,09:15,17:15,,P
EMP025,2026.02.06,-,17:00,9 hrs,PRESENT
EMP028,02/04/2026,10:05,19:30 PM,9,PRESENT
EMP012,08/02/26,08:45 AM,17:30,7.5 hrs,P
EMP004,03 Feb 2026,08:45,17.30,7.5 hrs, Present
EMP005 ,2026.02.18,09.30,17:15,8,P
EMP007,17-02-2026,08:55 AM,17:30,7.5,Present
EMP027,12-02-2026,09:55 AM,17:30,7.5 hrs,P
EMP011,2026.02.08,10:30,19.00,7.5,present
EMP004,2026.02.06,10:05,19.30,8 hrs,present
EMP036,02/19/2026,09:55 AM,18:00 PM,8, Present
EMP019,2026.02.18,09:00,17:00,9,Present
EMP001,10/02/26,10:15 AM,19:30,9,P
EMP029,19-02-2026,-,17:15,9,P
EMP011,04 Feb 2026,,,,Absent
emp007,06 Feb 2026,09.30,-,4,HD
EMP020,01-02-2026,09:05,18.30,8 hrs,present
EMP038,04 Feb 2026,08:05 AM,,8,present
emp015,18-02-2026,09.00,18:30,8 hrs,Present
EMP021 ,2026.02.13,09.45,18:00,8,Present
 EMP019,20 Feb 2026,,,NA,A
EMP030 ,2026.02.06,08:45 AM,17:30 PM,8,present
EMP010,11/02/26,09:00 AM,18:30,,PRESENT
 EMP004,04/02/26,09:55,,8,PRESENT
EMP038,02/13/2026,,,-,absent 
EMP027,11/02/26,,17:15 PM,8,present
EMP026 ,2026.02.07,09:15,17.30,9,Present
EMP036,05/02/26,09:15,18:00,8,P
EMP018,02/19/2026,09:45,17:15 PM,,present
EMP031,18/02/26,10:30 AM,18.30,8,Present
 EMP040,18-02-2026,,,NA,On Leave
EMP025,20/02/26,09:00,17:30,8,PRESENT
EMP023,02/18/2026,10:05,19:00 PM,,Present
EMP021,11 Feb 2026,09:55,17.15,7.5,PRESENT
EMP033,2026.02.08,09:55,18:15,8,PRESENT
EMP013,2026.02.01,09:30 AM,13:00,4 hrs,Half Day
EMP017,02/06/2026,09:05 AM,-,8,PRESENT
EMP021,02/02/26,09.00,17:30,9 hrs,Present
EMP014,2026.02.02,,18:15,8,present
EMP033,2026.02.11,09:30 AM,13:00 PM,4,HD
EMP028,17/02/26,09:30,18:30 PM,7.5, Present
EMP014,02/17/2026,10:30,18.30,9,present
EMP012,11 Feb 2026,08:45 AM,17:15 PM,,present
EMP018,17 Feb 2026,09:05 AM,17.15,7.5,present
EMP022,20/02/26,08.30,17:30,7.5, Present
 EMP026,14/02/26,08:00,17:00 PM,9,P
 EMP038,08 Feb 2026,08:00,16:00,9 hrs,PRESENT
EMP010,07/02/26,09.30,18:15,8,PRESENT
EMP004,14-02-2026,08.30,17.30,8,PRESENT
EMP026,2026.02.13,09:30,18.15,8 hrs,P
EMP007,07 Feb 2026,09:00,18:30,8 hrs, Present
emp028,12 Feb 2026,10.45,19:00,8 hrs,PRESENT
EMP006,2026.02.09,09:15,,8,PRESENT
emp002,05-02-2026,10:00,18.30,8,P
 EMP039,09-02-2026,08.00,16:30,8 hrs,P
EMP040,08/02/26,,18:30,7.5 hrs,Present
EMP036,18-02-2026,10:05,-,8 hrs, Present
EMP034,01 Feb 2026,09:00 AM,-,4,HD
EMP012,2026.02.18,,,NA,Leave 
EMP004,2026.02.05,09:45,17:15 PM,9,present
EMP017,15/02/26,09:55,,9,present
EMP005,02/19/2026,09:55,17:00,7.5 hrs,present
 EMP002,02/04/2026,09:30 AM,13:30,4,HD
EMP009,18-02-2026,08:05,-,8 hrs,P
EMP031,02/17/2026,09.05,17:30,7.5 hrs, Present
EMP032,11-02-2026,09:05,18.15,9,P
 EMP016,05 Feb 2026,09:55,17:15,9,present
EMP025,18-02-2026,09:45 AM,17:30,8 hrs,present
EMP019,02/04/2026,08:00 AM,16:15,8,PRESENT
EMP038,15 Feb 2026,10:15,-,8, Present
EMP031,13/02/26,09:55,,8,present
EMP004 ,10-02-2026,09:30,17.15,8,present
EMP027 ,20-02-2026,,17:30 PM,8,Present
EMP039,02/17/2026,09:45,17:30,8,Present
emp029,11-02-2026,,,,Leave 
EMP028,01/02/26,,,,Leave 
emp019,01/02/26,09:00,17:15,7.5,present
EMP019,02/06/2026,10:05,19:30,8,present
EMP036,02/07/2026,09:45,17.00,7.5 hrs,P
EMP023,14-02-2026,,,-,OL
EMP040,2026.02.03,09:05,17:00,8,PRESENT
EMP034,20-02-2026,09:45 AM,17:30,8 hrs,present
 EMP017,07/02/26,09:45 AM,17:15,8,PRESENT
EMP035,10/02/26,,,,absent 
EMP009,10-02-2026,10:05 AM,18.00,8,present
EMP020,04 Feb 2026,10:30,18:15,8,present
EMP029,02/08/2026,10:15,19:15,7.5 hrs,Present
EMP037,2026.02.01,,18:30,7.5,P
emp023,2026.02.08,09:55,18:30,8,present
EMP018 ,13-02-2026,08.55,16:00,,PRESENT
EMP002,02/02/2026,09.30,17:00,8,present
EMP033 ,16-02-2026,09:55,18:30 PM,8 hrs, Present
 EMP038,02/14/2026,,,NA,Absent
EMP001,2026.02.03,-,18:15 PM,8,PRESENT
EMP014,09-02-2026,08:00 AM,17:30 PM,7.5,PRESENT
EMP032,03 Feb 2026,,18:15,7.5, Present
 EMP033,02/09/2026,,18:15 PM,7.5 hrs,Present
EMP035,2026.02.11,,,7.5,present
EMP014,02/16/2026,08:15,17.00,7.5 hrs,Present
EMP010,02/18/2026,09.15,17:00,9,PRESENT
EMP006,2026.02.15,08:05,17:30 PM,8,present
EMP025,02/08/2026,,17.15,,P
EMP037,2026.02.07,09:30 AM,13.30,4,HD
EMP027,2026.02.05,09:55,17:30 PM,,P
 EMP020,07-02-2026,09:55,18.15,8,Present
EMP004,2026.02.05,09:45,17:15 PM,9,present
EMP016,07 Feb 2026,,,-,Leave 
EMP003,11 Feb 2026,,,NA,ABSENT
EMP028,11 Feb 2026,,,NA,A
EMP015,02/15/2026,,,-,A
EMP031,02/05/2026,,18:30 PM,9 hrs, Present
EMP027,02 Feb 2026,09:05,18:30,8 hrs,P
EMP014,10/02/26,09.00,13:30,4 hrs,half day
EMP038,10-02-2026,08:30,16:30,9 hrs,Present
emp021,06 Feb 2026,09:05,17:00,,Present
emp036,16/02/26,09.55,,9 hrs,Present
emp024,2026.02.03,09.55,17.00,9,Present
EMP015,02-02-2026,10.45,18:30,9 hrs,present
EMP014,12 Feb 2026,09:05,,7.5,P
 EMP005,01/02/26,09:55 AM,18:15 PM,7.5,PRESENT
EMP033,02/02/26,08.30,16:30,9,Present
EMP031,10-02-2026,10:30,18.15,8,Present
EMP035 ,03/02/26,09:00,,9, Present
EMP034,18 Feb 2026,08:55,16:15,8,PRESENT
EMP002,17-02-2026,08:45,16:30,9,present
EMP005,02/17/2026,09:30 AM,17:15,8,PRESENT
EMP011,01/02/26,,,NA,absent 
EMP027,2026.02.04,,,-,Absent
EMP012,02/15/2026,,,,leave
EMP008 ,08/02/26,09:55,17:00,9,PRESENT
EMP035,06/02/26,09:55,18:15,8,PRESENT
 EMP010,10/02/26,09.15,18:30,8,present
EMP011,16 Feb 2026,09:30,-,4,HD
emp028,02/02/2026,10:15 AM,19:00,8,present
EMP038,02/18/2026,09.45,17:15 PM,8,present
EMP020,02/15/2026,09:05 AM,18:30,8,P
EMP003 ,02/14/2026,,,,A
EMP039,08/02/26,,17.30,8 hrs,PRESENT
EMP013,15/02/26,09.15,17:00 PM,8,present
 EMP003,06/02/26,09:45,,7.5 hrs,Present
EMP022,2026.02.16,09.15,17:30,7.5,P
EMP024,19 Feb 2026,,,NA,ABSENT
EMP029,02/13/2026,08:45,,7.5 hrs,present
EMP038,01-02-2026,-,,8,PRESENT
EMP007,02/11/2026,,,,absent 
 EMP012,2026.02.01,09:30,17:15 PM,9, Present
emp013,2026.02.20,09:00,,7.5,present
EMP014,2026.02.11,,,,absent 
EMP010,02/12/2026,,18:30 PM,8,PRESENT
emp012,02/14/2026,,,NA,Absent
EMP034,2026.02.12,10:05,19:00,9, Present
emp003,2026.02.15,09:00,17:15,7.5 hrs, Present
EMP034,11/02/26,09:45,17:15,7.5,Present
EMP030,2026.02.11,,,,Absent
EMP007,02/20/2026,09:15 AM,17:15,7.5, Present
emp029,02/02/2026,09.30,13:30 PM,4,HD
 EMP035,02/14/2026,09:00,-,9, Present
emp030,14-02-2026,10.45,19:30 PM,7.5,Present
EMP020,02/18/2026,10:55,18:30,9,P
EMP006,20 Feb 2026,09:45,17:15,9 hrs,Present
 EMP022,09-02-2026,09:05,18.15,8 hrs, Present
EMP025,02/03/2026,,17:15 PM,7.5,present
EMP031,09 Feb 2026,09:00 AM,18:30 PM,8 hrs, Present
EMP037,2026.02.15,09:15,18.00,7.5, Present
EMP001,04/02/26,,,NA,A
EMP003,02/18/2026,09:30 AM,-,8 hrs,PRESENT
EMP012 ,02/02/26,09.05,-,8,present
EMP039,20 Feb 2026,10:00 AM,19:30,8,P
EMP006,2026.02.01,-,18:15,8,PRESENT
EMP011,20-02-2026,09:55 AM,17:00 PM,7.5 hrs, Present
 EMP015,02/13/2026,09:00,,7.5 hrs,present
EMP021,02/16/2026,,17:30,8 hrs,P
EMP003,2026.02.12,08.15,17:00,9,PRESENT
EMP001,18/02/26,08:45,17:15,8,present
EMP008,02/14/2026,08:30,16.15,8,PRESENT
EMP028,02/03/2026,10.45,19.00,8,Present
emp013,02/07/2026,09:15,18:30 PM,9,PRESENT
EMP013,02/08/2026,,,,absent 
EMP033,17/02/26,10:45,19:00 PM,9,Present
EMP035,04/02/26,09:30,18:30,8 hrs, Present
EMP002,02/10/2026,-,,8,present
EMP017,02/13/2026,09:15,18.15,7.5,present
EMP039,12-02-2026,,,NA,Absent
EMP006,17 Feb 2026,09:00,,8,present
EMP040,2026.02.09,,18:30,8,Present
EMP006,16 Feb 2026,09:30 AM,18:00 PM,7.5,P
EMP020,2026.02.06,,,,OL
EMP027,02/13/2026,09:45,17.00,8, Present
EMP020,09/02/26,09:00,18:30,8 hrs,P
EMP002,07/02/26,09:30,18.30,8,present
emp021,2026.02.19,,19:15,8,P
EMP010,2026.02.19,09:00,13:30,4,HD
EMP039,02/07/2026,09:55,,7.5 hrs,present
EMP037,2026.02.05,09.30,-,4,HD
emp033,02/01/2026,09:05,18:00,8,Present
EMP018,16 Feb 2026,09:30 AM,,8,Present
EMP036,04 Feb 2026,09:45,17:00,8,present
EMP014,02/19/2026,09:55,17:30,8,PRESENT
EMP039,2026.02.13,09:05,18:30,7.5,P
EMP037,18-02-2026,09:15,18:00,7.5, Present
 EMP011,02/06/2026,09.05,-,9,present
EMP032,02/18/2026,,,-,OL
emp002,03/02/26,,18:30 PM,7.5,P
EMP030,09 Feb 2026,09:45,17:00,8,present
EMP040,2026.02.04,,,NA,absent 
emp008,13 Feb 2026,09.15,,8,P
emp035,2026.02.12,09:05,17:00 PM,9,Present
EMP030,02/05/2026,08.15,16.15,8,PRESENT
EMP033,2026.02.18,10:05,19:15,8,P
EMP030,16 Feb 2026,,,,absent 
EMP023,06-02-2026,09:45,18:00,8,present
EMP022,02/01/2026,08:55,17:30 PM,8 hrs,Present
 EMP014,01 Feb 2026,09:45 AM,17:30,9,Present
EMP005,02/02/26,09.15,18:30,9,Present
EMP026,08/02/26,09:15,18:00,8,PRESENT
emp022,02/02/26,09:55,18:00 PM,8,Present
EMP002,02/18/2026,09:15 AM,18:00,8,P
EMP033,2026.02.03,,18.15,9,P
emp001,02/11/2026,,,NA,ABSENT
EMP020,14-02-2026,09:05,17:15,9,PRESENT
EMP016,02/18/2026,10:55,19:30 PM,7.5 hrs, Present
EMP002,02/12/2026,,-,9,Present
EMP031,12/02/26,10:00,-,9,Present
EMP034,10/02/26,09:05,18:30,9,P
EMP014,20-02-2026,09:05,-,9,Present
EMP023,10-02-2026,09:55 AM,17:00,8,P
emp037,02/02/2026,09.15,17:30,9 hrs,P
 EMP024,04/02/26,09:55,18:30,,Present
 EMP037,09/02/26,10:30,18.15,8,present
EMP020,08/02/26,08:15,17:00,9,Present
EMP037,02/13/2026,09:05 AM,,7.5,PRESENT
EMP005,09 Feb 2026,,,-,OL
EMP011,12-02-2026,,17:00 PM,8,PRESENT
EMP016,02/20/2026,08:15 AM,17:30,7.5, Present
EMP034,02/14/2026,,,,OL
EMP007,02/12/2026,,,NA,absent 
EMP018,05-02-2026,09:00,-,4,half day
EMP025,2026.02.10,,17.00,8,P
EMP001,02/08/2026,09.00,13:30,4,HD
EMP034,2026.02.03,09:55,17:00,9 hrs,Present
EMP037,10 Feb 2026,09.45,,9 hrs,Present
EMP035,07-02-2026,10:55,19:00,9, Present
EMP010,06-02-2026,,,-,absent 
EMP007,01-02-2026,09:00,18:15,8,Present
EMP002,02/20/2026,09:45 AM,17:15,9,present
EMP016,03/02/26,,17:30 PM,7.5,PRESENT
EMP029,10/02/26,09.05,,8,P
emp033,10/02/26,09:15 AM,18:30,8 hrs,P
EMP009,02/11/2026,08:15,16.30,9 hrs,present
emp015,2026.02.03,09:55,17.15,8, Present
EMP036,02/09/2026,,,,OL
EMP012,19 Feb 2026,09:00,18:00 PM,8 hrs, Present
EMP040 ,13 Feb 2026,09:45,,8,present
 EMP031,02/08/2026,10:55,,7.5 hrs, Present
EMP024,16-02-2026,10:30,19:15,8,Present
emp029,02/03/2026,,18.30,8 hrs,P
EMP013,04-02-2026,09:15 AM,17.30,7.5,PRESENT
EMP003,2026.02.16,08:55,16:15 PM,9,present
EMP020,11-02-2026,09:45,17:00,8 hrs,present
emp004,11 Feb 2026,09:30,18:15,8,Present
emp031,01-02-2026,09:45 AM,17:00 PM,9,PRESENT
EMP008,02/04/2026,,18:30 PM,7.5,P
EMP005 ,10/02/26,08.45,16:15,8,PRESENT
EMP009,05/02/26,09:00,17:30,9,P
EMP025,04 Feb 2026,09:00,17:30,7.5,PRESENT
EMP009,09/02/26,09:30 AM,17:30,9,PRESENT
EMP016,02/09/2026,10:00,19:30,8,Present
EMP024,02 Feb 2026,,,-,A
EMP018,18 Feb 2026,09:05,,9,Present
EMP005,2026.02.13,09:00,18:00,8,Present
 EMP036,02/12/2026,10.15,18:15,8,Present
EMP035,20/02/26,-,16:30,8, Present
EMP030,20 Feb 2026,09:05 AM,17:15 PM,7.5, Present
EMP019,15 Feb 2026,09:05 AM,18:00,8,P
EMP013,02/02/2026,09:30 AM,18:30 PM,8,Present
EMP005,07/02/26,09:30,18:30,8,present
EMP011,2026.02.13,09:30 AM,18:30,7.5,P
EMP018,03 Feb 2026,09.45,17:15,7.5, Present
EMP009,12-02-2026,08:05,17:00,7.5,present
EMP032,2026.02.14,,,NA,A
emp015,10 Feb 2026,10.15,19:00,9,PRESENT
emp031,19-02-2026,09:05 AM,17:00 PM,8,PRESENT
EMP006,02/18/2026,,18:00,8,Present
EMP006,2026.02.19,09:00,13:30 PM,4 hrs,half day
EMP009,02/02/26,10:15,18.15,9 hrs,PRESENT
EMP026,04/02/26,,,-,absent 
 EMP026,10 Feb 2026,09:00,18:00,9,PRESENT
EMP029,20 Feb 2026,09:15,18:30,7.5, Present
EMP020,13/02/26,,17:30,8,Present
emp024,06-02-2026,09:30 AM,,8,P
EMP039,04 Feb 2026,09:45,18.00,7.5,PRESENT
EMP009,01-02-2026,09:15,18:15 PM,8,Present
EMP016,19-02-2026,09:00,-,8,present
EMP006,14/02/26,09:15,17:30,7.5,present
EMP008,2026.02.17,-,18:15 PM,9,present
EMP008,09/02/26,,,-,OL
EMP024,02/09/2026,08.45,,8 hrs, Present
EMP021,2026.02.08,09.30,13:00,4,HD
EMP030,15 Feb 2026,09:45,18:00 PM,7.5 hrs,PRESENT
EMP019,07 Feb 2026,,,-,leave
EMP002,11-02-2026,10:15,19:15,8,Present
EMP019,16 Feb 2026,,,NA,ABSENT
EMP026,02 Feb 2026,,17:00,7.5 hrs,Present
EMP001,2026.02.20,,,NA,On Leave
EMP006,13-02-2026,09:00 AM,17:30,7.5,Present
EMP035,2026.02.13,09:45 AM,18:00,8,P
EMP001,01/02/26,09:00 AM,17.30,8, Present
 EMP030,02/04/2026,10.55,18:00,8,Present
EMP035,02/01/2026,09:30 AM,,4,half day
EMP026,02/09/2026,,,NA,ABSENT
EMP022,10/02/26,10:00,18.00,8,Present
EMP040,14-02-2026,10:05,19.00,8,Present
EMP013,17/02/26,09:30,17:15,7.5,P
EMP039,14 Feb 2026,09:55 AM,18:30 PM,8 hrs,P
EMP016,13 Feb 2026,08:55,,9, Present
EMP034,19 Feb 2026,09:05,17:30 PM,8,P
EMP007,14-02-2026,09.45,18:30 PM,9,Present
emp027,17 Feb 2026,09:30,18:00 PM,8 hrs,Present
EMP001,05 Feb 2026,09:05,17:00,8 hrs,Present
EMP024,02/10/2026,10:45,18:00,8,present
emp017,03-02-2026,,,-,OL
EMP017,02/09/2026,09:30,18:30,8 hrs,PRESENT
 EMP030,2026.02.12,10:05,18:00,7.5,Present
emp017,02/18/2026,08.00,17:00,7.5,Present
EMP015,16 Feb 2026,,,,ABSENT
 EMP004,20 Feb 2026,09:00,13:30 PM,4,Half Day
EMP032,20-02-2026,08:00,16:30 PM,7.5,Present
EMP002 ,06-02-2026,09:15 AM,18:15,,P
emp037,04 Feb 2026,09.30,18:30,9 hrs,present
EMP011,2026.02.15,08:45,17:00,8,PRESENT
EMP030,17/02/26,09:30,18.15,8,present
EMP018,02/02/26,08:30,17:00,7.5 hrs,Present
EMP025,01/02/26,09:00,13:30,4 hrs,Half Day
EMP025,15 Feb 2026,09:45,17:15,7.5,present
EMP019,03 Feb 2026,09:00 AM,17:00 PM,8, Present
EMP030,01-02-2026,09.45,17:15 PM,9 hrs,present
EMP008,02/06/2026,,,NA,OL
EMP001,02/15/2026,08:15,16:15 PM,7.5,PRESENT
EMP009,02/13/2026,09:30 AM,18:30,8, Present
emp005,06/02/26,09:30,18.15,9,P
EMP019,2026.02.09,09:15 AM,-,8 hrs,P
EMP009,04 Feb 2026,09:45,17:00 PM,7.5,present
 EMP036,02/06/2026,09:05,18:30,8,PRESENT
EMP017,14-02-2026,09:55,18:00,8,present
EMP003,2026.02.19,08:30 AM,16:30 PM,7.5,PRESENT
emp037,02/14/2026,10:15 AM,18:00,7.5 hrs,P
EMP027,2026.02.10,09:30,-,8,PRESENT
EMP009,2026.02.03,09:15,18:30,8,Present
EMP018 ,13-02-2026,08.55,16:00,,PRESENT
EMP026,06 Feb 2026,,,NA,A
EMP022,03 Feb 2026,08:30,16:30,8 hrs,PRESENT
EMP015,11/02/26,10.00,19.00,,PRESENT
EMP003,01/02/26,08:05,17:30,,Present
EMP018,20 Feb 2026,09:00 AM,17:30,8,P
 EMP017,08-02-2026,09:30 AM,18:00,7.5,PRESENT
EMP029,04 Feb 2026,10:30 AM,19:15,7.5 hrs,PRESENT
 EMP022,08 Feb 2026,09:05,17:15,9,Present
 EMP004,19 Feb 2026,10.55,19:30,7.5,present
EMP038,02/20/2026,09:05,17:30,8 hrs, Present
 EMP002,08/02/26,09:55,18:15 PM,8,present
EMP022,2026.02.04,10.45,,9,Present
EMP026,03 Feb 2026,10.30,18:30 PM,7.5,Present
emp031,20/02/26,08:00,,8 hrs,Present
EMP028,2026.02.15,09:30,17.15,8,Present
EMP017,01-02-2026,09:05,-,7.5,PRESENT
emp012,16 Feb 2026,09:15,17.15,8, Present
emp019,17 Feb 2026,09:05,18.30,8 hrs, Present
emp013,13-02-2026,09:45,17:30 PM,8, Present
EMP030,19/02/26,09:15,,9 hrs,PRESENT
EMP023,17-02-2026,09:00 AM,17:00,9 hrs,present
EMP040,06-02-2026,09:00,17:30,8,P
EMP020,02/02/2026,09:00,17:30,9,present
EMP016 ,12-02-2026,08:00 AM,16:00 PM,8,PRESENT
emp005,02/04/2026,10:15,19:00 PM,8,P
EMP004,02/02/26,,,,absent 
emp040,02-02-2026,10:30 AM,19.00,9 hrs,Present
emp007,2026.02.15,,-,8 hrs,PRESENT
EMP006,11 Feb 2026,,16:15 PM,9, Present
emp010,2026.02.13,,-,8 hrs,Present
EMP017,19/02/26,,17:00,9 hrs,P
EMP009,2026.02.17,,,-,Absent
EMP003,02/03/2026,10:00,19.30,7.5,P
EMP034,2026.02.07,08:55 AM,17:15,8,PRESENT
 EMP018,06 Feb 2026,,18.00,9 hrs, Present
EMP023,16 Feb 2026,,,NA,Absent
EMP034,15/02/26,09:55 AM,,9 hrs,present
EMP032,09/02/26,08:15,,8,present
EMP015,02/12/2026,10:00,19:15,7.5,PRESENT
 EMP007,08 Feb 2026,,,NA,Absent
EMP037,06 Feb 2026,,,,Absent
EMP017,16 Feb 2026,09:45,17:00 PM,9,Present
EMP011,17-02-2026,09:45,18:15,8 hrs,P
EMP005,2026.02.16,10:30 AM,18:00,8,Present
 EMP007,2026.02.03,09:45,18.00,8,present
EMP039 ,03 Feb 2026,10.55,19:00,7.5, Present
EMP012,2026.02.05,09:45 AM,18:00,8 hrs, Present
EMP009,02/16/2026,,,NA,leave
EMP014,02/07/2026,10:45,18:30,8,PRESENT
EMP039,16/02/26,08:30,17:00,7.5,Present
EMP020,16-02-2026,09:15,17:00 PM,8 hrs, Present
EMP039,2026.02.02,,,-,On Leave
emp020,02/03/2026,10.15,18:15,8,present
EMP006,2026.02.03,10:45,19:15,9, Present
EMP035 ,05-02-2026,09:05,,8 hrs, Present
EMP012,06/02/26,08:30 AM,16:30,7.5,PRESENT
EMP036,08-02-2026,-,17:00,7.5,P
 EMP015,20 Feb 2026,09:00,13:00,4 hrs,Half Day
emp014,14 Feb 2026,09:05,17:00 PM,7.5, Present
EMP007,05 Feb 2026,09:45,,8, Present
emp021,04/02/26,08:00,16:15,7.5 hrs,P
emp036,02/13/2026,,17.15,7.5,P
EMP002,16-02-2026,09:05,17:30,8 hrs, Present
EMP007,18-02-2026,10:55 AM,19:30 PM,7.5,P
EMP016,2026.02.02,09:05,17:30 PM,9 hrs, Present
 EMP014,06 Feb 2026,09:55,17.15,8 hrs, Present
EMP011,02/11/2026,10:45,,8,present
