EmployeeID,Date,Time In,Time Out,Hours Worked,Status
EMP017,02 Jan 2026,,,8,P
 EMP001,2026.01.16,09:45,18:00,8 hrs,Present
EMP035,01/03/2026,10:15,18.00,7.5,present
 EMP019,20-01-2026,,,-,Absent
emp039,20-01-2026,09:55 AM,17:30,8,present
emp035,01/04/2026,09:30,18:00,8,P
emp017,2026.01.22,09:55 AM,,9 hrs,present
emp029,01/02/2026,-,17:00,9 hrs,present
EMP007,15-01-2026,10:55,,8,PRESENT
emp029,09-01-2026,09:45 AM,17.15,9,present
EMP013,13/01/26,,18:00,9,present
EMP013,19 Jan 2026,09:00,17:15,8,Present
 EMP026,14 Jan 2026,10:00,19:00,7.5,Present
EMP007,06/01/26,,17:15,8,present
EMP003,11 Jan 2026,09:30 AM,18:30,7.5, Present
emp032,01/02/2026,-,,4 hrs,Half Day
EMP030,01/11/2026,09:00 AM,18:00,7.5,P
emp019,01/17/2026,09:45 AM,18:30,8,PRESENT
EMP018,21-01-2026,09:15,18:30,8,P
EMP002,01/01/2026,-,18:15,7.5,PRESENT
EMP037,01/11/2026,09.05,,8 hrs,PRESENT
emp031,10/01/26,09:45,18:00,,present
emp024,2026.01.21,09:15,18:00 PM,8,P
EMP020,04-01-2026,09.45,17.30,7.5,present
EMP040,10 Jan 2026,10:45 AM,18:00 PM,9,PRESENT
EMP028,05 Jan 2026,09:45 AM,18:00 PM,9, Present
emp010,18-01-2026,08.00,16:00,7.5,Present
 EMP031,14 Jan 2026,09:15,,8, Present
EMP021,11/01/26,09.00,18:30,8 hrs,PRESENT
EMP023,2026.01.09,08:30,,8,P
EMP007,2026.01.10,10:30 AM,18:15,8,present
EMP003,07 Jan 2026,10:30 AM,18:15,8 hrs,Present
EMP032,16-01-2026,09.30,18:30,8, Present
emp021,2026.01.14,,,NA,A
EMP030,01/16/2026,08:45,17.15,7.5, Present
emp028,08/01/26,08:30,17.15,8, Present
EMP004,16-01-2026,10.45,,7.5,P
emp012,17-01-2026,09:55,18.30,8,PRESENT
,,,,,
emp029,01/08/2026,10.45,18:30,9,PRESENT
EMP004,01/01/26,08:30,16:00,7.5,present
emp032,01/22/2026,09:00,17:30,8,Present
emp001,01/10/2026,,,,ABSENT
EMP029,01/16/2026,-,-,8,P
EMP021,2026.01.16,08:45,16.15,9,present
EMP029,06-01-2026,,18:30,9,P
EMP020,18/01/26,08:00,17:00,7.5 hrs,Present
emp017,2026.01.12,,,,ABSENT
EMP032,04/01/26,,,,ABSENT
EMP023,01/22/2026,09:45,18:00,9,PRESENT
 EMP012,01/11/2026,09:55,17.15,9 hrs,present
EMP030,01 Jan 2026,09:30,17.00,,present
EMP028,15-01-2026,08:00,17:15,9,present
EMP003,21/01/26,09:55 AM,17:15,8 hrs,present
emp026,01/19/2026,09:15,17.15,8,present
EMP019,2026.01.21,,,,Absent
EMP032,08 Jan 2026,09.15,17:15 PM,7.5, Present
EMP014,11-01-2026,,,-,Absent
EMP017,01/14/2026,09:55 AM,17.15,8,PRESENT
EMP012,14 Jan 2026,-,18:15,8, Present
 EMP023,20 Jan 2026,09:00 AM,17:30,7.5,PRESENT
emp038,01/20/2026,10:30,19:30 PM,9 hrs,Present
emp035,21 Jan 2026,09:00 AM,17:15,8 hrs,PRESENT
EMP012,09-01-2026,,,,A
EMP032,21/01/26,09.15,17:30,,PRESENT
EMP024,16 Jan 2026,09:30,18:15,7.5 hrs,P
EMP015,01/22/2026,09:30,17:15 PM,8, Present
EMP019,01/06/2026,,,NA,Absent
EMP023,19/01/26,09:30 AM,17:00 PM,8,present
EMP036,20-01-2026,,,-,leave
EMP034,19/01/26,-,18:30,9 hrs, Present
EMP003 ,08-01-2026,-,17:15 PM,8, Present
emp009,10 Jan 2026,,17:30,8,present
EMP033,08-01-2026,09.55,18:00,9, Present
EMP018,15/01/26,09.30,-,8 hrs,PRESENT
EMP025,02 Jan 2026,,18:30 PM,7.5 hrs,Present
 EMP032,06-01-2026,,17:30,7.5,P
EMP039,19 Jan 2026,09:30,13:00,4,HD
EMP033,2026.01.06,09:30,,7.5,present
EMP009 ,12 Jan 2026,09:15,18:30,9, Present
EMP024,2026.01.18,09:55,17.00,8,PRESENT
EMP021,10/01/26,08.45,17:30,8, Present
EMP038 ,16/01/26,,18:00,8,Present
EMP010,22/01/26,09.00,13.00,4,HD
EMP014,03-01-2026,09:05,17:00,8,Present
EMP013,06-01-2026,09:15 AM,18.15,7.5 hrs, Present
 EMP002,2026.01.03,09.30,17:15 PM,8 hrs, Present
EMP017,04-01-2026,09:45,,8, Present
 EMP026,01/17/2026,09:45,17.30,7.5,P
EMP022,10/01/26,09:00,13:30,4,Half Day
EMP030 ,02-01-2026,,,8,present
EMP027,09/01/26,09:15 AM,18.30,8,Present
emp019,10/01/26,09:30,17:30 PM,9 hrs,present
EMP039,2026.01.18,09:55 AM,-,8, Present
EMP036,05/01/26,10:55 AM,,9,PRESENT
EMP004,09-01-2026,08:15,16:00,8 hrs,P
emp020,2026.01.07,,,NA,OL
EMP033,2026.01.18,,,,OL
 EMP006,18 Jan 2026,09:45,18:30,9,P
EMP038,01/18/2026,10:55,19:00,7.5,present
EMP037,2026.01.19,10:00,19:00,8,P
,,,,,
EMP002,04/01/26,09:05,17:00 PM,8,Present
 EMP033,01/12/2026,,17.30,7.5 hrs,Present
 EMP037,01/06/2026,,,NA,Leave 
EMP020,2026.01.12,,,,absent 
EMP015,10 Jan 2026,09:00,13:00,4,Half Day
 EMP023,18/01/26,-,17:00,8,PRESENT
EMP027,20/01/26,09:15 AM,17:30,9,Present
EMP025,15/01/26,08:00,17:00 PM,8,Present
emp028,01/03/2026,08:00,16:15,9, Present
emp016,16/01/26,08:05 AM,16:00,8 hrs, Present
EMP032,12-01-2026,09:30,17:15,7.5 hrs,P
EMP018,06 Jan 2026,10:05 AM,19.15,9 hrs,present
EMP024,2026.01.04,09:15 AM,18:30,8 hrs, Present
EMP010,20-01-2026,,17:30,8 hrs,present
EMP011,19-01-2026,09:30,18:15,8,PRESENT
EMP037,12 Jan 2026,,,,Absent
EMP020,03 Jan 2026,10:55 AM,18.30,7.5 hrs, Present
EMP009,16/01/26,08:00,17:00,8,P
emp009,15/01/26,-,18:30,7.5,Present
emp013,21-01-2026,09.15,17:30,7.5,Present
 EMP035,19/01/26,09.30,18:00,,Present
emp006,22-01-2026,09:30,18:15,7.5,PRESENT
EMP031,02 Jan 2026,09:05,17.00,7.5,present
EMP012,01/10/2026,09:05,18:30,9,present
EMP027,19 Jan 2026,09:30 AM,,7.5,PRESENT
EMP012,21/01/26,10:00,19:30,7.5,PRESENT
EMP004,05/01/26,09:45,17:15,7.5,P
 EMP013,01/08/2026,08:15,17:00,8,PRESENT
EMP028,2026.01.06,,,,On Leave
EMP006,05 Jan 2026,09:30,18.15,8,Present
EMP037,18-01-2026,09:30,,7.5,P
EMP025,18/01/26,09:00,13:00,4,Half Day
EMP031,01/21/2026,10:30,18:15 PM,7.5,P
emp040,2026.01.14,10:45,18:15,9 hrs,Present
EMP022,19 Jan 2026,08.55,16:00 PM,7.5,present
emp013,01/14/2026,09:15,18:15,9,Present
 EMP001,2026.01.03,10:15 AM,19:00,9,PRESENT
 EMP011,09-01-2026,10:55,18:30,8,Present
emp025,01/05/2026,09:00,18.30,7.5 hrs,P
EMP033,03-01-2026,,18:00,7.5, Present
EMP038,06 Jan 2026,,,-,Absent
 EMP010,01/01/26,,,7.5,P
EMP022,01/01/2026,09:05,,9,P
emp019,11-01-2026,09:15 AM,18:30,8,PRESENT
EMP003 ,01/22/2026,09:05 AM,18:30,9, Present
EMP020,16 Jan 2026,,,-,OL
EMP030,01/15/2026,08.55,17:00,8 hrs,P
 EMP017,19 Jan 2026,09.30,18:15,9 hrs,PRESENT
EMP023,01/04/2026,,18.00,9,Present
EMP038,01/09/2026,09:15,18:00 PM,7.5,P
EMP022,2026.01.03,,,-,ABSENT
EMP013,09-01-2026,08:15,17:15,7.5 hrs, Present
EMP031,07/01/26,09.05,17:15,8,Present
EMP009,01/01/26,08:30,17:30,8 hrs,PRESENT
EMP014,14-01-2026,,,NA,OL
EMP002,16-01-2026,08.45,16:30,7.5,Present
EMP010,2026.01.04,,,-,Absent
EMP011 ,2026.01.16,08:45,17:30,8, Present
EMP007,17-01-2026,-,-,8, Present
emp010,19 Jan 2026,,,NA,ABSENT
EMP027,21 Jan 2026,,13.00,4,half day
EMP038,14 Jan 2026,08:00,-,8,Present
EMP030,2026.01.22,08.05,17:30,,Present
 EMP038,10-01-2026,10:55 AM,19:00,8,present
EMP014,16 Jan 2026,10:55,19:30,8 hrs,P
EMP035,08/01/26,,,,absent 
EMP037,2026.01.15,08:15,17:30 PM,7.5,present
EMP033 ,01/13/2026,08:30,16.00,8,P
EMP037,22/01/26,09:15,18:15 PM,7.5,PRESENT
EMP015,01/15/2026,09:45,17:00,7.5,present
emp030,09-01-2026,08:15,,8, Present
EMP016,04/01/26,08:15,-,9,PRESENT
EMP009,17 Jan 2026,08:00 AM,16:30,8, Present
EMP011,15 Jan 2026,09:00 AM,,9 hrs,PRESENT
EMP035,01/05/2026,,,,leave
EMP003,12-01-2026,09:45,18:00,7.5,Present
EMP036,02-01-2026,08:30 AM,17.15,8,P
EMP005,09/01/26,08:45,16:00,7.5 hrs,present
EMP007,2026.01.09,09.45,-,7.5,Present
EMP028,18 Jan 2026,09:05,18:15,9,P
emp036,2026.01.10,10:00 AM,19:30,9,PRESENT
EMP031,05-01-2026,08.05,16:30,9 hrs,P
 EMP036,01/17/2026,-,18.00,,Present
EMP006,01/10/2026,,17:15,7.5 hrs,PRESENT
EMP019,01/02/2026,,,,ABSENT
emp003,2026.01.19,,,NA,absent 
EMP031,2026.01.06,09:15,17:00 PM,8 hrs,present
EMP016,2026.01.20,09:55 AM,17:30,7.5,Present
emp001,2026.01.04,08:55,17:30 PM,8 hrs,P
EMP003,2026.01.15,09:05,17.00,8,Present
EMP011,03-01-2026,09:00,13.00,4,Half Day
EMP021,05/01/26,10.15,19:00,7.5, Present
EMP005,14/01/26,10:55,18.30,8 hrs,P
EMP035,15-01-2026,,18:15,9,PRESENT
EMP011,01/01/2026,09:45,,8 hrs,present
emp017,07/01/26,08:15,,8,PRESENT
EMP024,03-01-2026,09:15,17:30,,present
EMP003 ,09-01-2026,,,NA,leave
emp001,18 Jan 2026,09:05 AM,18:00,8,Present
EMP014,2026.01.20,10.55,18:30,9,P
EMP008,01/01/26,,17:30,8 hrs,PRESENT
EMP017 ,18/01/26,09:45 AM,18:30,8 hrs,PRESENT
EMP027,22 Jan 2026,09:15,17:15 PM,8,Present
EMP012,06 Jan 2026,09:45 AM,18:30,8 hrs,present
EMP012,01/07/2026,09:00,17:15,8 hrs,P
emp023,13/01/26,08:05,-,8,PRESENT
EMP033,14-01-2026,08:55 AM,,9,P
EMP034,22 Jan 2026,,17:15,9,present
EMP002,2026.01.09,09:45,,9,P
EMP022,02-01-2026,10.55,18:30,7.5,present
EMP039,13-01-2026,10.00,18.15,7.5,PRESENT
emp006,07-01-2026,,18:30,9,PRESENT
EMP019,22-01-2026,09:05,-,8,P
EMP006,06-01-2026,,17.30,8 hrs,Present
EMP019,12-01-2026,09.05,18:00,8,P
EMP027,2026.01.12,-,17:15,8 hrs,present
emp022,15/01/26,09:55,18:00,8,P
EMP002,06-01-2026,,,-,OL
emp014,01/21/2026,10:30,-,8,P
EMP023,02 Jan 2026,,,NA,ABSENT
EMP029,2026.01.03,09.30,17.00,7.5 hrs,Present
EMP010,01/02/2026,,,-,On Leave
EMP023 ,06 Jan 2026,09:00,17:30,8,present
 EMP027,2026.01.08,,-,8,PRESENT
 EMP037,04-01-2026,09:00,18:30,8 hrs,PRESENT
EMP032,18/01/26,08:15 AM,17:15,8, Present
 EMP037,13-01-2026,09.05,,9 hrs,present
EMP015,06/01/26,09:45,18:30 PM,9,PRESENT
EMP018,13 Jan 2026,09:00 AM,18.00,9,Present
EMP013,2026.01.16,09:15,17:30,7.5,P
emp039,01/01/2026,-,16:00 PM,9,P
 EMP016,2026.01.22,09:05,17:15,7.5,present
EMP026 ,13-01-2026,09.30,17.30,9,present
EMP010,09/01/26,09:00,13:30,4 hrs,Half Day
 EMP018,04-01-2026,09:30 AM,17:00,9,P
EMP031,11 Jan 2026,09:30,17:15,7.5,P
EMP032,15-01-2026,09.45,18:15 PM,8 hrs,P
emp002,01/02/2026,10:45,,7.5, Present
 EMP016,10-01-2026,09:30 AM,17:30,9,P
 EMP028,14/01/26,09:55,18:15 PM,7.5 hrs,PRESENT
emp030,2026.01.05,09.55,18:00 PM,8, Present
EMP007,22-01-2026,,17:00,8,P
emp035,01/10/2026,10:00,18:30,8,P
EMP033,01/19/2026,09:00,17.30,7.5,Present
emp032,09 Jan 2026,08:55,17:30,,present
EMP021,2026.01.22,09:15,17:30 PM,8 hrs, Present
EMP021,04 Jan 2026,09.45,17:30 PM,8,P
EMP024,19-01-2026,09:15 AM,18:30,9,Present
EMP024,06/01/26,-,-,8, Present
EMP012,20-01-2026,09.15,18:30 PM,8, Present
EMP004,17-01-2026,-,17:15,9,PRESENT
EMP034,18-01-2026,09:30,13.00,,Half Day
EMP039,2026.01.15,09:55,18:30,8 hrs, Present
EMP030,01/03/2026,09:15,18:00,8,P
emp002,17 Jan 2026,08:15,17:00,7.5,PRESENT
 EMP039,04-01-2026,09:30,17:00,9 hrs,present
 EMP016,03-01-2026,-,16:15,9,P
EMP001,01/11/2026,09:55,18:00 PM,9,present
EMP022,2026.01.21,09:30,18.15,8,P
EMP015,01/11/2026,10:55,,8,P
 EMP002,11 Jan 2026,,,,ABSENT
EMP025,22/01/26,09:00,18:30 PM,7.5 hrs,present
EMP034,07-01-2026,08:05,17:15,8,PRESENT
EMP018,07/01/26,-,,8,present
emp013,2026.01.17,,,,ABSENT
EMP034,01/16/2026,10:45,18:00,8,P
EMP033,01/21/2026,09:30,18:30,7.5,Present
EMP036,2026.01.22,,,-,leave
EMP028,02/01/26,09:05,18:15,8,P
EMP037,08/01/26,09:00 AM,17.00,8,P
EMP018,2026.01.03,09.05,18.30,7.5,PRESENT
EMP034,01/08/2026,09:30 AM,13.30,,HD
EMP024,01/01/2026,09:05 AM,18:00,8,PRESENT
EMP005,02-01-2026,,18:30,9,Present
emp010,15-01-2026,09:15,17:00 PM,7.5,P
EMP015,13 Jan 2026,,,-,leave
EMP034,12 Jan 2026,10:30,19:00 PM,8,present
EMP007,2026.01.01,09:00 AM,18:30,7.5,P
EMP016,15 Jan 2026,10:55,18:15,8,present
EMP002,22/01/26,-,,9,present
EMP001,01/08/2026,09:00,13:00,4 hrs,half day
EMP025,2026.01.11,09:00,18:00 PM,9,present
EMP023,08-01-2026,09:00,17:15,9,present
EMP034,2026.01.09,08.55,16:30 PM,7.5 hrs,P
EMP009,2026.01.11,,18:30,8,P
EMP026,01/16/2026,,,,absent 
emp006,12 Jan 2026,09:15,17:00,8,PRESENT
 EMP002,19-01-2026,09:45,17:00,9 hrs, Present
EMP014,18 Jan 2026,09.05,18:00,7.5 hrs, Present
EMP024,01/11/2026,09:05,18:30,8,PRESENT
emp040,2026.01.16,09:15 AM,18:30,8,Present
EMP008,18-01-2026,10:55,18:00,8,PRESENT
EMP013,20-01-2026,09:30,18.00,8,PRESENT
emp020,01/11/2026,09:00,18:00,8,Present
EMP036,07/01/26,09:55,,7.5, Present
 EMP011,01/20/2026,09:00,17:00 PM,8,Present
emp030,04-01-2026,10:30 AM,19.30,8, Present
emp008,20/01/26,10:15 AM,19:00 PM,8 hrs,present
EMP025,12 Jan 2026,09.45,17:30,8 hrs,PRESENT
EMP040,20 Jan 2026,08:05,17:30,9, Present
EMP012,2026.01.03,08:30,17:15,,P
EMP003,13-01-2026,08:30,17:15,7.5,PRESENT
emp031,2026.01.15,10:45,19:00 PM,8 hrs,P
EMP004,06-01-2026,09:05,,9 hrs, Present
EMP030,19-01-2026,08:55 AM,16:15,7.5,Present
EMP007,13 Jan 2026,09:05 AM,17.30,8,P
emp005,2026.01.03,,,-,Leave 
 EMP008,12 Jan 2026,,16:00 PM,8,PRESENT
emp018,17/01/26,09.00,18:15 PM,9,Present
EMP040,03-01-2026,,16:15,9,P
EMP008,16/01/26,09.05,18:30,7.5,present
EMP015,02/01/26,-,16:15 PM,8,P
EMP017,08 Jan 2026,10.15,19:00,8,P
 EMP017,06/01/26,09:30 AM,18:00 PM,8 hrs,PRESENT
EMP005,06-01-2026,09:55,18.30,7.5,P
EMP015,14-01-2026,09:45 AM,17:15,7.5,PRESENT
EMP020,01-01-2026,09:05,-,8 hrs,Present
EMP019,15 Jan 2026,10.55,18:30,7.5,present
EMP029,12 Jan 2026,09:45,18:15,7.5,P
EMP035,20/01/26,09:55,17:15,8 hrs,present
emp030,01/18/2026,,,-,Absent
EMP018,01/01/26,09:00,,4,Half Day
EMP018,20 Jan 2026,,16:15,,PRESENT
EMP012,2026.01.01,,18:00,9 hrs,Present
EMP004,01/22/2026,,16.00,8 hrs,present
EMP010,16-01-2026,09:55,18:00,9 hrs, Present
emp039,01/22/2026,,18:30,7.5,PRESENT
EMP016,13 Jan 2026,,,9,Present
emp008,19 Jan 2026,-,17:30,,Present
 EMP032,2026.01.11,09:00,18:00 PM,8,PRESENT
EMP014,05 Jan 2026,08:55 AM,17:15 PM,9 hrs,Present
EMP020,06 Jan 2026,09:45,17.00,8,PRESENT
 EMP031,01/17/2026,-,13:00,4,HD
EMP006,2026.01.08,08:05,17:00 PM,8,PRESENT
EMP006,09 Jan 2026,,17:30 PM,9 hrs, Present
EMP008,09 Jan 2026,,,,OL
EMP026,05 Jan 2026,09:30,18:30,8 hrs,present
emp018,2026.01.09,09.15,17:30,7.5,P
emp024,2026.01.02,09.15,17:00,8,PRESENT
EMP018,19/01/26,09:55,-,9,present
EMP019,04 Jan 2026,,,NA,Absent
EMP019,07-01-2026,10.55,18:30,7.5,PRESENT
EMP031,18 Jan 2026,09:55,18.00,8,P
 EMP028,20/01/26,09:55 AM,17.00,8,present
 EMP008,08/01/26,10:45,19.00,8,present
 EMP015,12-01-2026,10:15 AM,19.00,8,present
EMP006,2026.01.04,10:30,19:15 PM,8,present
emp008,2026.01.04,,18:15 PM,8, Present
EMP007,18 Jan 2026,09:15,17:00,7.5 hrs,Present
EMP024,01/07/2026,09:05,-,9,present
EMP023,01/15/2026,08:45 AM,16.00,7.5,PRESENT
EMP030,12/01/26,09:00,17.00,8 hrs,P
EMP017,15 Jan 2026,09:45 AM,,9,Present
EMP002,10 Jan 2026,,,,ABSENT
EMP018,02 Jan 2026,09:55,17:30,9,present
EMP022,2026.01.14,09:30,18:30,7.5,Present
 EMP040,2026.01.12,09:55,18:15 PM,7.5 hrs, Present
emp001,21 Jan 2026,09.55,18.15,7.5, Present
emp022,08 Jan 2026,,18:15,8, Present
EMP006 ,03-01-2026,09:55 AM,17:00,7.5 hrs, Present
EMP035,11 Jan 2026,,,-,Leave 
EMP001,01 Jan 2026,09:30 AM,17:30,8,Present
EMP001,05-01-2026,09.55,-,8,P
EMP034,19/01/26,-,18:30,9 hrs, Present
EMP039,02-01-2026,,,-,absent 
EMP012,16/01/26,09:45,18:30 PM,8 hrs,Present
EMP036,21/01/26,09.45,,9,PRESENT
EMP007,01/03/2026,08:30,17:30,8,present
EMP036,2026.01.08,10:05,-,9 hrs,PRESENT
EMP032,01/17/2026,10:45 AM,18.30,7.5,Present
emp023,01/16/2026,,,NA,On Leave
EMP026,21 Jan 2026,09:00 AM,17:15,8,Present
 EMP016,12/01/26,09:30,13:30,4,half day
 EMP027,18-01-2026,09:55,17:30,7.5 hrs,PRESENT
EMP029,19 Jan 2026,,,NA,OL
emp014,01/07/2026,10:05,18:15,9,PRESENT
EMP017,11 Jan 2026,08:30,16:30,,present
 EMP039,08 Jan 2026,,,8 hrs,P
EMP001,15/01/26,09:45,,8,PRESENT
EMP004,2026.01.21,09:30,18.15,8 hrs, Present
EMP017,17 Jan 2026,,,,ABSENT
EMP008,2026.01.11,10:30,18.15,8,Present
EMP036,04-01-2026,08:45,16:00,8,Present
EMP016,2026.01.05,09:05 AM,17:00,7.5 hrs,present
