EmployeeID,Date,Time In,Time Out,Hours Worked,Status
EMP013,13/01/2026,,18:00,9,present
EMP013,19-01-2026,09:00,17:15,8,Present
 EMP026,14.01.2026,10:00,19:00,7.5,Present
EMP007,06/01/2026,,17:15,8,present
EMP003,11 01 2026,09:30 AM,18:30,7.5, Present
emp032,02/01/2026,-,,4 hrs,Half Day
EMP030,11.01.2026,09:00 AM,18:00,7.5,P
emp019,17 01 2026,09:45 AM,18:30,8,PRESENT
EMP018,21 01 2026,09:15,18:30,8,P
EMP002,01.01.2026,-,18:15,7.5,PRESENT
EMP037,11/01/2026,09.05,,8 hrs,PRESENT
emp031,10-01-2026,09:45,18:00,,present
emp024,21-01-2026,09:15,18:00 PM,8,P
EMP020,04.01.2026,09.45,17.30,7.5,present
EMP040,10-01-2026,10:45 AM,18:00 PM,9,PRESENT
EMP028,05-01-2026,09:45 AM,18:00 PM,9, Present
emp010,18-01-2026,08.00,16:00,7.5,Present
 EMP031,14 01 2026,09:15,,8, Present
EMP021,11.01.2026,09.00,18:30,8 hrs,PRESENT
EMP023,09.01.2026,08:30,,8,P
EMP007,10.01.2026,10:30 AM,18:15,8,present
EMP003,07/01/2026,10:30 AM,18:15,8 hrs,Present
EMP032,16-01-2026,09.30,18:30,8, Present
emp021,14 01 2026,,,NA,A
EMP030,16 01 2026,08:45,17.15,7.5, Present
emp028,08/01/2026,08:30,17.15,8, Present
EMP004,16.01.2026,10.45,,7.5,P
emp012,17 01 2026,09:55,18.30,8,PRESENT
,,,,,
emp029,08.01.2026,10.45,18:30,9,PRESENT
EMP004,01/01/2026,08:30,16:00,7.5,present
emp032,22/01/2026,09:00,17:30,8,Present
emp001,10 01 2026,,,,ABSENT
EMP029,16 01 2026,-,-,8,P
EMP021,16 01 2026,08:45,16.15,9,present
EMP029,06/01/2026,,18:30,9,P
EMP020,18.01.2026,08:00,17:00,7.5 hrs,Present
emp017,12.01.2026,,,,ABSENT
EMP032,04/01/2026,,,,ABSENT
EMP023,22.01.2026,09:45,18:00,9,PRESENT
 EMP012,11 01 2026,09:55,17.15,9 hrs,present
EMP030,01 01 2026,09:30,17.00,,present
EMP028,15/01/2026,08:00,17:15,9,present
EMP003,21 01 2026,09:55 AM,17:15,8 hrs,present
emp026,19 01 2026,09:15,17.15,8,present
EMP019,21/01/2026,,,,Absent
EMP032,08-01-2026,09.15,17:15 PM,7.5, Present
EMP014,11/01/2026,,,-,Absent
EMP017,14 01 2026,09:55 AM,17.15,8,PRESENT
EMP012,14-01-2026,-,18:15,8, Present
 EMP023,20-01-2026,09:00 AM,17:30,7.5,PRESENT
emp038,20.01.2026,10:30,19:30 PM,9 hrs,Present
emp035,21 01 2026,09:00 AM,17:15,8 hrs,PRESENT
EMP012,09-01-2026,,,,A
EMP032,21.01.2026,09.15,17:30,,PRESENT
EMP024,16-01-2026,09:30,18:15,7.5 hrs,P
EMP015,22.01.2026,09:30,17:15 PM,8, Present
EMP019,06-01-2026,,,NA,Absent
EMP023,19.01.2026,09:30 AM,17:00 PM,8,present
EMP036,20 01 2026,,,-,leave
EMP034,19.01.2026,-,18:30,9 hrs, Present
EMP003 ,08/01/2026,-,17:15 PM,8, Present
emp009,10/01/2026,,17:30,8,present
EMP033,08-01-2026,09.55,18:00,9, Present
EMP018,15 01 2026,09.30,-,8 hrs,PRESENT
EMP025,02-01-2026,,18:30 PM,7.5 hrs,Present
 EMP032,06-01-2026,,17:30,7.5,P
EMP039,19.01.2026,09:30,13:00,4,HD
EMP033,06/01/2026,09:30,,7.5,present
EMP009 ,12.01.2026,09:15,18:30,9, Present
EMP024,18/01/2026,09:55,17.00,8,PRESENT
EMP021,10 01 2026,08.45,17:30,8, Present
EMP038 ,16-01-2026,,18:00,8,Present
EMP010,22 01 2026,09.00,13.00,4,HD
EMP014,03/01/2026,09:05,17:00,8,Present
EMP013,06/01/2026,09:15 AM,18.15,7.5 hrs, Present
 EMP002,03-01-2026,09.30,17:15 PM,8 hrs, Present
EMP017,04 01 2026,09:45,,8, Present
 EMP026,17/01/2026,09:45,17.30,7.5,P
EMP022,10.01.2026,09:00,13:30,4,Half Day
EMP030 ,02.01.2026,,,8,present
EMP027,09.01.2026,09:15 AM,18.30,8,Present
emp019,10-01-2026,09:30,17:30 PM,9 hrs,present
EMP039,18/01/2026,09:55 AM,-,8, Present
EMP036,05/01/2026,10:55 AM,,9,PRESENT
EMP004,09.01.2026,08:15,16:00,8 hrs,P
emp020,07-01-2026,,,NA,OL
EMP033,18-01-2026,,,,OL
 EMP006,18/01/2026,09:45,18:30,9,P
EMP038,18/01/2026,10:55,19:00,7.5,present
EMP037,19/01/2026,10:00,19:00,8,P
,,,,,
EMP002,04-01-2026,09:05,17:00 PM,8,Present
 EMP033,12-01-2026,,17.30,7.5 hrs,Present
 EMP037,06 01 2026,,,NA,Leave 
EMP020,12/01/2026,,,,absent 
EMP015,10.01.2026,09:00,13:00,4,Half Day
 EMP023,18/01/2026,-,17:00,8,PRESENT
EMP027,20/01/2026,09:15 AM,17:30,9,Present
EMP025,15.01.2026,08:00,17:00 PM,8,Present
emp028,03-01-2026,08:00,16:15,9, Present
emp016,16.01.2026,08:05 AM,16:00,8 hrs, Present
EMP032,12 01 2026,09:30,17:15,7.5 hrs,P
EMP018,06/01/2026,10:05 AM,19.15,9 hrs,present
EMP024,04.01.2026,09:15 AM,18:30,8 hrs, Present
EMP010,20/01/2026,,17:30,8 hrs,present
EMP011,19-01-2026,09:30,18:15,8,PRESENT
EMP037,12/01/2026,,,,Absent
EMP020,03 01 2026,10:55 AM,18.30,7.5 hrs, Present
EMP009,16-01-2026,08:00,17:00,8,P
emp009,15/01/2026,-,18:30,7.5,Present
emp013,21 01 2026,09.15,17:30,7.5,Present
 EMP035,19-01-2026,09.30,18:00,,Present
emp006,22/01/2026,09:30,18:15,7.5,PRESENT
EMP031,02 01 2026,09:05,17.00,7.5,present
EMP012,10-01-2026,09:05,18:30,9,present
EMP027,19/01/2026,09:30 AM,,7.5,PRESENT
EMP012,21/01/2026,10:00,19:30,7.5,PRESENT
EMP004,05 01 2026,09:45,17:15,7.5,P
 EMP013,08.01.2026,08:15,17:00,8,PRESENT
EMP028,06.01.2026,,,,On Leave
EMP006,05.01.2026,09:30,18.15,8,Present
EMP037,18-01-2026,09:30,,7.5,P
EMP025,18 01 2026,09:00,13:00,4,Half Day
EMP031,21-01-2026,10:30,18:15 PM,7.5,P
emp040,14.01.2026,10:45,18:15,9 hrs,Present
EMP022,19/01/2026,08.55,16:00 PM,7.5,present
emp013,14/01/2026,09:15,18:15,9,Present
 EMP001,03-01-2026,10:15 AM,19:00,9,PRESENT
 EMP011,09.01.2026,10:55,18:30,8,Present
emp025,05.01.2026,09:00,18.30,7.5 hrs,P
EMP033,03.01.2026,,18:00,7.5, Present
EMP038,06-01-2026,,,-,Absent
 EMP010,01 01 2026,,,7.5,P
EMP022,01 01 2026,09:05,,9,P
emp019,11-01-2026,09:15 AM,18:30,8,PRESENT
EMP003 ,22-01-2026,09:05 AM,18:30,9, Present
EMP020,16.01.2026,,,-,OL
EMP030,15/01/2026,08.55,17:00,8 hrs,P
 EMP017,19.01.2026,09.30,18:15,9 hrs,PRESENT
EMP023,04.01.2026,,18.00,9,Present
EMP038,09.01.2026,09:15,18:00 PM,7.5,P
EMP022,03-01-2026,,,-,ABSENT
EMP013,09 01 2026,08:15,17:15,7.5 hrs, Present
EMP031,07.01.2026,09.05,17:15,8,Present
EMP009,01/01/2026,08:30,17:30,8 hrs,PRESENT
EMP014,14/01/2026,,,NA,OL
EMP002,16-01-2026,08.45,16:30,7.5,Present
EMP010,04.01.2026,,,-,Absent
EMP011 ,16 01 2026,08:45,17:30,8, Present
EMP007,17 01 2026,-,-,8, Present
emp010,19/01/2026,,,NA,ABSENT
EMP027,21/01/2026,,13.00,4,half day
EMP038,14 01 2026,08:00,-,8,Present
EMP030,22-01-2026,08.05,17:30,,Present
 EMP038,10/01/2026,10:55 AM,19:00,8,present
EMP014,16/01/2026,10:55,19:30,8 hrs,P
EMP035,08.01.2026,,,,absent 
EMP037,15/01/2026,08:15,17:30 PM,7.5,present
EMP033 ,13-01-2026,08:30,16.00,8,P
EMP037,22 01 2026,09:15,18:15 PM,7.5,PRESENT
EMP015,15-01-2026,09:45,17:00,7.5,present
emp030,09-01-2026,08:15,,8, Present
EMP016,04/01/2026,08:15,-,9,PRESENT
EMP009,17/01/2026,08:00 AM,16:30,8, Present
EMP011,15/01/2026,09:00 AM,,9 hrs,PRESENT
EMP035,05.01.2026,,,,leave
EMP003,12-01-2026,09:45,18:00,7.5,Present
EMP036,02.01.2026,08:30 AM,17.15,8,P
EMP005,09/01/2026,08:45,16:00,7.5 hrs,present
EMP007,09 01 2026,09.45,-,7.5,Present
EMP028,18/01/2026,09:05,18:15,9,P
emp036,10-01-2026,10:00 AM,19:30,9,PRESENT
EMP031,05-01-2026,08.05,16:30,9 hrs,P
 EMP036,17 01 2026,-,18.00,,Present
EMP006,10 01 2026,,17:15,7.5 hrs,PRESENT
EMP019,02-01-2026,,,,ABSENT
emp003,19/01/2026,,,NA,absent 
EMP031,06/01/2026,09:15,17:00 PM,8 hrs,present
EMP016,20.01.2026,09:55 AM,17:30,7.5,Present
emp001,04 01 2026,08:55,17:30 PM,8 hrs,P
EMP003,15/01/2026,09:05,17.00,8,Present
EMP011,03 01 2026,09:00,13.00,4,Half Day
EMP021,05-01-2026,10.15,19:00,7.5, Present
EMP005,14.01.2026,10:55,18.30,8 hrs,P
EMP035,15/01/2026,,18:15,9,PRESENT
EMP011,01/01/2026,09:45,,8 hrs,present
emp017,07 01 2026,08:15,,8,PRESENT
EMP024,03/01/2026,09:15,17:30,,present
EMP003 ,09-01-2026,,,NA,leave
emp001,18 01 2026,09:05 AM,18:00,8,Present
EMP014,20/01/2026,10.55,18:30,9,P
EMP008,01/01/2026,,17:30,8 hrs,PRESENT
EMP017 ,18/01/2026,09:45 AM,18:30,8 hrs,PRESENT
EMP027,22 01 2026,09:15,17:15 PM,8,Present
EMP012,06/01/2026,09:45 AM,18:30,8 hrs,present
EMP012,07/01/2026,09:00,17:15,8 hrs,P
emp023,13.01.2026,08:05,-,8,PRESENT
EMP033,14/01/2026,08:55 AM,,9,P
EMP034,22-01-2026,,17:15,9,present
EMP002,09/01/2026,09:45,,9,P
EMP022,02/01/2026,10.55,18:30,7.5,present
EMP039,13/01/2026,10.00,18.15,7.5,PRESENT
emp006,07 01 2026,,18:30,9,PRESENT
EMP019,22 01 2026,09:05,-,8,P
EMP006,06-01-2026,,17.30,8 hrs,Present
EMP019,12/01/2026,09.05,18:00,8,P
EMP027,12.01.2026,-,17:15,8 hrs,present
emp022,15.01.2026,09:55,18:00,8,P
EMP002,06.01.2026,,,-,OL
emp014,21 01 2026,10:30,-,8,P
EMP023,02/01/2026,,,NA,ABSENT
EMP029,03-01-2026,09.30,17.00,7.5 hrs,Present
EMP010,02-01-2026,,,-,On Leave
EMP023 ,06-01-2026,09:00,17:30,8,present
 EMP027,08 01 2026,,-,8,PRESENT
 EMP037,04-01-2026,09:00,18:30,8 hrs,PRESENT
EMP032,18.01.2026,08:15 AM,17:15,8, Present
 EMP037,13/01/2026,09.05,,9 hrs,present
EMP015,06-01-2026,09:45,18:30 PM,9,PRESENT
EMP018,13.01.2026,09:00 AM,18.00,9,Present
EMP013,16/01/2026,09:15,17:30,7.5,P
emp039,01.01.2026,-,16:00 PM,9,P
 EMP016,22.01.2026,09:05,17:15,7.5,present
EMP026 ,13-01-2026,09.30,17.30,9,present
EMP010,09.01.2026,09:00,13:30,4 hrs,Half Day
 EMP018,04/01/2026,09:30 AM,17:00,9,P
EMP031,11.01.2026,09:30,17:15,7.5,P
EMP032,15-01-2026,09.45,18:15 PM,8 hrs,P
emp002,02/01/2026,10:45,,7.5, Present
 EMP016,10.01.2026,09:30 AM,17:30,9,P
 EMP028,14 01 2026,09:55,18:15 PM,7.5 hrs,PRESENT
emp030,05/01/2026,09.55,18:00 PM,8, Present
EMP007,22.01.2026,,17:00,8,P
emp035,10.01.2026,10:00,18:30,8,P
EMP033,19/01/2026,09:00,17.30,7.5,Present
emp032,09 01 2026,08:55,17:30,,present
EMP021,22-01-2026,09:15,17:30 PM,8 hrs, Present
EMP021,04-01-2026,09.45,17:30 PM,8,P
EMP024,19.01.2026,09:15 AM,18:30,9,Present
EMP024,06/01/2026,-,-,8, Present
EMP012,20/01/2026,09.15,18:30 PM,8, Present
EMP004,17-01-2026,-,17:15,9,PRESENT
EMP034,18 01 2026,09:30,13.00,,Half Day
EMP039,15-01-2026,09:55,18:30,8 hrs, Present
EMP030,03.01.2026,09:15,18:00,8,P
emp002,17.01.2026,08:15,17:00,7.5,PRESENT
 EMP039,04 01 2026,09:30,17:00,9 hrs,present
 EMP016,03/01/2026,-,16:15,9,P
EMP001,11/01/2026,09:55,18:00 PM,9,present
EMP022,21-01-2026,09:30,18.15,8,P
EMP015,11-01-2026,10:55,,8,P
 EMP002,11-01-2026,,,,ABSENT
EMP025,22/01/2026,09:00,18:30 PM,7.5 hrs,present
EMP034,07/01/2026,08:05,17:15,8,PRESENT
EMP018,07/01/2026,-,,8,present
emp013,17.01.2026,,,,ABSENT
EMP034,16.01.2026,10:45,18:00,8,P
EMP033,21-01-2026,09:30,18:30,7.5,Present
EMP036,22-01-2026,,,-,leave
EMP028,02 01 2026,09:05,18:15,8,P
EMP037,08-01-2026,09:00 AM,17.00,8,P
EMP018,03 01 2026,09.05,18.30,7.5,PRESENT
EMP034,08-01-2026,09:30 AM,13.30,,HD
EMP024,01.01.2026,09:05 AM,18:00,8,PRESENT
EMP005,02 01 2026,,18:30,9,Present
emp010,15 01 2026,09:15,17:00 PM,7.5,P
EMP015,13 01 2026,,,-,leave
EMP034,12.01.2026,10:30,19:00 PM,8,present
EMP007,01.01.2026,09:00 AM,18:30,7.5,P
EMP016,15.01.2026,10:55,18:15,8,present
EMP002,22-01-2026,-,,9,present
EMP001,08.01.2026,09:00,13:00,4 hrs,half day
EMP025,11/01/2026,09:00,18:00 PM,9,present
EMP023,08-01-2026,09:00,17:15,9,present
EMP034,09-01-2026,08.55,16:30 PM,7.5 hrs,P
EMP009,11/01/2026,,18:30,8,P
EMP026,16.01.2026,,,,absent 
emp006,12.01.2026,09:15,17:00,8,PRESENT
 EMP002,19-01-2026,09:45,17:00,9 hrs, Present
EMP014,18.01.2026,09.05,18:00,7.5 hrs, Present
EMP024,11.01.2026,09:05,18:30,8,PRESENT
emp040,16/01/2026,09:15 AM,18:30,8,Present
EMP008,18/01/2026,10:55,18:00,8,PRESENT
EMP013,20 01 2026,09:30,18.00,8,PRESENT
emp020,11 01 2026,09:00,18:00,8,Present
EMP036,07-01-2026,09:55,,7.5, Present
 EMP011,20.01.2026,09:00,17:00 PM,8,Present
emp030,04-01-2026,10:30 AM,19.30,8, Present
emp008,20 01 2026,10:15 AM,19:00 PM,8 hrs,present
EMP025,12-01-2026,09.45,17:30,8 hrs,PRESENT
EMP040,20-01-2026,08:05,17:30,9, Present
EMP012,03.01.2026,08:30,17:15,,P
EMP003,13 01 2026,08:30,17:15,7.5,PRESENT
emp031,15 01 2026,10:45,19:00 PM,8 hrs,P
EMP004,06 01 2026,09:05,,9 hrs, Present
EMP030,19.01.2026,08:55 AM,16:15,7.5,Present
EMP007,13/01/2026,09:05 AM,17.30,8,P
emp005,03-01-2026,,,-,Leave 
 EMP008,12.01.2026,,16:00 PM,8,PRESENT
emp018,17 01 2026,09.00,18:15 PM,9,Present
EMP040,03/01/2026,,16:15,9,P
EMP008,16-01-2026,09.05,18:30,7.5,present
EMP015,02.01.2026,-,16:15 PM,8,P
EMP017,08 01 2026,10.15,19:00,8,P
 EMP017,06 01 2026,09:30 AM,18:00 PM,8 hrs,PRESENT
EMP005,06.01.2026,09:55,18.30,7.5,P
EMP015,14-01-2026,09:45 AM,17:15,7.5,PRESENT
EMP020,01-01-2026,09:05,-,8 hrs,Present
EMP019,15-01-2026,10.55,18:30,7.5,present
EMP029,12-01-2026,09:45,18:15,7.5,P
EMP035,20/01/2026,09:55,17:15,8 hrs,present
emp030,18 01 2026,,,-,Absent
EMP018,01/01/2026,09:00,,4,Half Day
EMP018,20 01 2026,,16:15,,PRESENT
EMP012,01-01-2026,,18:00,9 hrs,Present
EMP004,22-01-2026,,16.00,8 hrs,present
EMP010,16-01-2026,09:55,18:00,9 hrs, Present
emp039,22.01.2026,,18:30,7.5,PRESENT
EMP016,13/01/2026,,,9,Present
emp008,19/01/2026,-,17:30,,Present
 EMP032,11-01-2026,09:00,18:00 PM,8,PRESENT
EMP014,05-01-2026,08:55 AM,17:15 PM,9 hrs,Present
EMP020,06 01 2026,09:45,17.00,8,PRESENT
 EMP031,17.01.2026,-,13:00,4,HD
EMP006,08/01/2026,08:05,17:00 PM,8,PRESENT
EMP006,09/01/2026,,17:30 PM,9 hrs, Present
EMP008,09.01.2026,,,,OL
EMP026,05/01/2026,09:30,18:30,8 hrs,present
emp018,09 01 2026,09.15,17:30,7.5,P
emp024,02-01-2026,09.15,17:00,8,PRESENT
EMP018,19.01.2026,09:55,-,9,present
EMP019,04/01/2026,,,NA,Absent
EMP019,07 01 2026,10.55,18:30,7.5,PRESENT
EMP031,18 01 2026,09:55,18.00,8,P
 EMP028,20-01-2026,09:55 AM,17.00,8,present
 EMP008,08-01-2026,10:45,19.00,8,present
 EMP015,12.01.2026,10:15 AM,19.00,8,present
EMP006,04.01.2026,10:30,19:15 PM,8,present
emp008,04.01.2026,,18:15 PM,8, Present
EMP007,18/01/2026,09:15,17:00,7.5 hrs,Present
EMP024,07.01.2026,09:05,-,9,present
EMP023,15-01-2026,08:45 AM,16.00,7.5,PRESENT
EMP030,12-01-2026,09:00,17.00,8 hrs,P
EMP017,15-01-2026,09:45 AM,,9,Present
EMP002,10.01.2026,,,,ABSENT
EMP018,02 01 2026,09:55,17:30,9,present
EMP022,14 01 2026,09:30,18:30,7.5,Present
 EMP040,12/01/2026,09:55,18:15 PM,7.5 hrs, Present
emp001,21.01.2026,09.55,18.15,7.5, Present
emp022,08 01 2026,,18:15,8, Present
EMP006 ,03/01/2026,09:55 AM,17:00,7.5 hrs, Present
EMP035,11.01.2026,,,-,Leave 
EMP001,01 01 2026,09:30 AM,17:30,8,Present
EMP001,05.01.2026,09.55,-,8,P
EMP034,19.01.2026,-,18:30,9 hrs, Present
EMP039,02/01/2026,,,-,absent 
EMP012,16 01 2026,09:45,18:30 PM,8 hrs,Present
EMP036,21.01.2026,09.45,,9,PRESENT
EMP007,03/01/2026,08:30,17:30,8,present
EMP036,08/01/2026,10:05,-,9 hrs,PRESENT
EMP032,17.01.2026,10:45 AM,18.30,7.5,Present
emp023,16/01/2026,,,NA,On Leave
EMP026,21/01/2026,09:00 AM,17:15,8,Present
 EMP016,12.01.2026,09:30,13:30,4,half day
 EMP027,18-01-2026,09:55,17:30,7.5 hrs,PRESENT
EMP029,19/01/2026,,,NA,OL
emp014,07 01 2026,10:05,18:15,9,PRESENT
EMP017,11/01/2026,08:30,16:30,,present
 EMP039,08-01-2026,,,8 hrs,P
EMP001,15.01.2026,09:45,,8,PRESENT
EMP004,21 01 2026,09:30,18.15,8 hrs, Present
EMP017,17-01-2026,,,,ABSENT
EMP008,11-01-2026,10:30,18.15,8,Present
EMP036,04 01 2026,08:45,16:00,8,Present
EMP016,05-01-2026,09:05 AM,17:00,7.5 hrs,present
emp003,16 01 2026,09:05 AM,18:30,7.5,PRESENT
emp017,01 01 2026,,18:30,7.5,Present
EMP020,05-01-2026,09:00,17.15,8, Present
EMP014,06-01-2026,08:55,16:15,8 hrs, Present
EMP002,20-01-2026,10.30,18:15,7.5, Present
